Borrower_ID,Client_Name,Age,Gender,Employment_Type,Monthly_Income,Num_Dependents,Loan_ID,Loan_Amount,Loan_Tenure,Interest_Rate,Loan_Type,Collateral_Value,Outstanding_Loan_Amount,Monthly_EMI,Payment_History,Num_Missed_Payments,Days_Past_Due,Recovery_Status,Collection_Attempts,Collection_Method,Legal_Action_Taken
BRW_1285,Cynthia Davis,46,Male,Self-Employed,150739,2,LN_1285,446644,36,6.95,Personal,0.0,276563.3297497799,13780.861713950237,Delayed,2,77,Partially Recovered,2,None,Yes
BRW_1286,Ashley Hernandez,55,Female,Self-Employed,31876,3,LN_1286,432138,12,15.22,Home,613495.5239843269,161389.70917684463,39048.92160001903,On-Time,0,0,Fully Recovered,3,Emails,No
BRW_1287,Emma Thomas,46,Male,Salaried,214745,4,LN_1287,1601062,36,9.18,Personal,0.0,210168.90828173942,51047.577424372874,Delayed,1,57,Pending,3,Emails,No
BRW_1288,Jessica Thomas,61,Female,Self-Employed,237076,1,LN_1288,1573725,36,12.49,Auto,2040618.3608344512,410565.9835224181,52639.258970627314,Delayed,1,39,Partially Recovered,4,None,No
BRW_1289,Amanda Lee,48,Male,Self-Employed,183785,0,LN_1289,446741,48,5.0,Home,642028.7070926612,306393.94531907584,10288.129639044228,On-Time,0,0,Fully Recovered,3,Settlement Offer,No
BRW_1290,Steven Brown,36,Male,Salaried,86000,4,LN_1290,1237320,60,8.64,Auto,1499075.9713805697,1066829.4201963565,25469.084190883717,On-Time,0,0,Pending,1,Calls,No
BRW_1291,Melissa Johnson,39,Male,Salaried,60275,4,LN_1291,1870368,24,18.82,Personal,0.0,1307173.3433994334,94119.17565192119,Missed,1,47,Pending,0,Emails,No
BRW_1292,Melissa Lee,43,Male,Business,85311,0,LN_1292,1294319,60,19.26,Home,1350009.9386761966,865077.6340855805,33760.78760080739,On-Time,0,0,Fully Recovered,4,Emails,No
BRW_1293,Anthony Hall,31,Male,Salaried,195611,3,LN_1293,459620,72,10.12,Home,544466.4217209549,110243.05233815845,8542.685194494681,Delayed,2,67,Pending,4,Calls,No
BRW_1294,Jane Jackson,44,Male,Self-Employed,89599,4,LN_1294,377896,60,18.03,Auto,429645.7468674326,320072.5853538348,9602.242957967948,Missed,4,140,Partially Recovered,4,Settlement Offer,Yes
BRW_1295,Ashley White,55,Male,Self-Employed,166160,4,LN_1295,264326,36,12.64,Business,0.0,86905.24176931208,8860.422992310092,Delayed,4,146,Fully Recovered,4,Settlement Offer,Yes
BRW_1296,David Garcia,55,Male,Salaried,192945,4,LN_1296,1730864,48,8.19,Auto,2485061.7374886917,1327171.8795728176,42409.98799495355,Delayed,2,88,Partially Recovered,3,Calls,No
BRW_1297,Thomas King,41,Female,Self-Employed,172442,1,LN_1297,1074792,36,5.1,Personal,0.0,326076.323710789,32260.75838804379,Delayed,1,46,Partially Recovered,2,Settlement Offer,Yes
BRW_1298,Steven Taylor,27,Female,Salaried,78598,2,LN_1298,1559476,60,11.4,Business,0.0,491347.92970700754,34218.70521173688,On-Time,0,0,Partially Recovered,4,Calls,No
BRW_1299,Charles Allen,60,Male,Business,187954,2,LN_1299,1363149,12,13.96,Business,0.0,562540.1434241163,122367.56557872139,On-Time,0,0,Pending,4,Emails,No
BRW_1300,Emily Young,54,Male,Salaried,161027,4,LN_1300,346308,48,13.76,Business,0.0,34747.25210261278,9421.737689209429,On-Time,0,0,Fully Recovered,1,Emails,Yes
BRW_1301,Anthony Williams,55,Male,Self-Employed,235858,1,LN_1301,1847832,24,18.64,Personal,0.0,308162.3793679992,92823.77785031585,On-Time,0,0,Fully Recovered,3,Emails,No
BRW_1302,Robert Davis,32,Male,Self-Employed,146481,3,LN_1302,1456165,24,9.41,Personal,0.0,379784.81030239427,66798.78440515012,On-Time,0,0,Pending,0,Calls,No
BRW_1303,Matthew Robinson,60,Female,Self-Employed,240088,1,LN_1303,293573,36,17.8,Auto,322019.52280167345,257944.32324392218,10583.936323557726,Delayed,1,48,Pending,3,Calls,No
BRW_1304,Donald Rodriguez,22,Male,Self-Employed,86677,2,LN_1304,559483,60,9.75,Home,643749.2302098335,421036.45256675297,11818.655214042896,Delayed,5,170,Pending,4,Calls,No
BRW_1305,Mark Williams,25,Female,Salaried,87773,1,LN_1305,1262729,24,5.31,Auto,1753962.9907321068,673067.8722878709,55573.150142198785,Delayed,2,76,Partially Recovered,4,None,No
BRW_1306,Emily Robinson,46,Male,Salaried,159610,3,LN_1306,217808,24,7.42,Personal,0.0,169946.95691454504,9793.349984106513,Delayed,1,57,Fully Recovered,4,Emails,No
BRW_1307,James Garcia,51,Male,Salaried,109563,0,LN_1307,981708,48,9.2,Auto,1017811.0981384335,766168.698525859,24523.18130293642,On-Time,0,0,Fully Recovered,2,None,No
BRW_1308,Thomas Moore,45,Male,Salaried,43341,1,LN_1308,1089103,36,18.43,Personal,0.0,507660.5438839277,39609.010017264176,Delayed,2,80,Partially Recovered,0,Settlement Offer,No
BRW_1309,Michael Jackson,25,Female,Self-Employed,209835,4,LN_1309,1660728,12,9.36,Personal,0.0,785886.5111068262,145510.50896402283,Delayed,5,167,Pending,4,Settlement Offer,No
BRW_1310,Sarah Young,50,Male,Salaried,208723,0,LN_1310,1334875,36,13.88,Business,0.0,878175.6509731483,45545.101805663675,Delayed,4,126,Partially Recovered,3,Calls,Yes
BRW_1311,Joseph Smith,21,Male,Self-Employed,230633,3,LN_1311,258641,36,14.15,Business,0.0,180544.90846222494,8858.590966657432,Delayed,1,56,Fully Recovered,3,Emails,No
BRW_1312,Jane Smith,29,Female,Salaried,156849,0,LN_1312,219360,72,5.01,Personal,0.0,189847.99071223818,3533.795639713841,On-Time,0,0,Pending,2,Settlement Offer,No
BRW_1313,Amanda Walker,26,Male,Self-Employed,58260,0,LN_1313,491758,60,18.87,Personal,0.0,364198.9200370732,12721.323394016554,On-Time,0,0,Partially Recovered,4,Calls,No
BRW_1314,James Harris,34,Female,Self-Employed,203694,1,LN_1314,717219,12,10.78,Business,0.0,606097.0531784723,63315.42786833903,Missed,2,62,Partially Recovered,1,Emails,No
BRW_1315,John Rodriguez,55,Male,Salaried,48132,1,LN_1315,1893487,36,10.18,Home,2549424.9668642967,404893.911343174,61257.64110300857,Delayed,4,149,Pending,1,Calls,No
BRW_1316,Laura Clark,49,Male,Salaried,97566,0,LN_1316,1366300,72,5.79,Business,0.0,1116299.377088677,22508.342373512045,On-Time,0,0,Pending,0,Settlement Offer,No
BRW_1317,Michael Thompson,33,Male,Self-Employed,187855,0,LN_1317,134268,36,7.69,Home,144954.88185655873,85885.97637958374,4188.296020310886,Delayed,1,56,Pending,1,Calls,No
BRW_1318,James Jackson,29,Female,Self-Employed,137942,3,LN_1318,984842,72,19.08,Home,1132946.0309541184,259975.6240439002,23067.509688466274,On-Time,0,0,Pending,2,Calls,No
BRW_1319,Thomas Smith,26,Male,Salaried,120179,1,LN_1319,1679698,12,14.76,Business,0.0,1002236.1762506728,151416.54811049346,On-Time,0,0,Pending,1,None,No
BRW_1320,Melissa Moore,23,Male,Salaried,246193,1,LN_1320,990918,60,5.11,Home,1036389.9537717956,321037.6861370131,18749.82434433334,On-Time,0,0,Partially Recovered,2,Emails,No
BRW_1321,Joseph Taylor,54,Female,Self-Employed,226795,1,LN_1321,1547310,48,6.48,Business,0.0,702905.5392425503,36680.11261569742,On-Time,0,0,Fully Recovered,3,Emails,No
BRW_1322,Mark Martin,64,Female,Salaried,224273,2,LN_1322,665088,72,13.61,Auto,958240.8667581325,258803.26670830388,13566.125013339646,On-Time,0,0,Fully Recovered,0,None,No
BRW_1323,Cynthia Moore,64,Male,Salaried,43110,1,LN_1323,1953871,48,15.29,Business,0.0,1419874.2115008,54665.349083713794,On-Time,0,0,Pending,4,None,No
BRW_1324,Laura Davis,36,Male,Self-Employed,172842,4,LN_1324,1093413,72,6.94,Personal,0.0,964831.788133311,18610.11887249418,On-Time,0,0,Fully Recovered,2,Settlement Offer,No
BRW_1325,Anthony Martin,52,Male,Salaried,171261,2,LN_1325,1824640,60,17.58,Auto,2165887.770204472,1326599.5334579407,45917.98198399944,On-Time,0,0,Partially Recovered,1,None,No
BRW_1326,Melissa Garcia,57,Female,Self-Employed,244992,1,LN_1326,604329,12,14.73,Personal,0.0,392217.87813416205,54468.75084790096,Delayed,3,116,Fully Recovered,2,Settlement Offer,No
BRW_1327,Donald Brown,38,Male,Salaried,219248,1,LN_1327,1018336,72,10.7,Personal,0.0,320852.01717808243,19226.97476568656,Delayed,4,147,Pending,3,Emails,Yes
BRW_1328,Robert Rodriguez,26,Female,Salaried,148983,0,LN_1328,1478934,48,17.99,Personal,0.0,216633.5319100497,43435.957974091434,Delayed,1,46,Fully Recovered,2,Settlement Offer,No
BRW_1329,David King,37,Female,Salaried,130981,1,LN_1329,1866662,60,5.29,Home,1867950.0653451716,1268229.0694717465,35474.760730186514,On-Time,0,0,Fully Recovered,2,Settlement Offer,No
BRW_1330,Robert Brown,31,Male,Self-Employed,94489,0,LN_1330,344993,24,6.02,Home,492104.920847111,41716.451747637264,15293.409528235064,On-Time,0,0,Pending,3,None,No
BRW_1331,William Jones,31,Male,Salaried,209804,4,LN_1331,1825137,12,10.29,Personal,0.0,1627851.6307731653,160704.8110932755,Delayed,5,165,Partially Recovered,1,None,No
BRW_1332,Laura Allen,54,Male,Salaried,32573,3,LN_1332,1957238,12,16.2,Business,0.0,1586247.2147611578,177767.17648114116,Delayed,2,81,Partially Recovered,3,None,No
BRW_1333,Ashley Anderson,50,Female,Business,227960,2,LN_1333,1102220,72,16.42,Auto,1544023.3467375436,321100.51964962913,24164.783526624786,Missed,2,86,Pending,2,None,No
BRW_1334,Emma Walker,55,Male,Self-Employed,32487,1,LN_1334,815310,12,16.05,Auto,1019452.2369523115,601343.4524392613,73993.06815431772,Missed,1,34,Partially Recovered,0,Emails,No
BRW_1335,Joseph Thompson,64,Female,Salaried,89803,1,LN_1335,1347450,60,19.83,Business,0.0,164004.87065514005,35571.84717941859,On-Time,0,0,Partially Recovered,1,Calls,No
BRW_1336,Stephanie Williams,47,Female,Self-Employed,218133,4,LN_1336,1073011,36,12.75,Business,0.0,349744.01039788104,36024.90924394957,On-Time,0,0,Partially Recovered,1,Calls,No
BRW_1337,William Garcia,44,Female,Self-Employed,53074,2,LN_1337,101192,12,10.32,Business,0.0,55913.15058134267,8911.451832859602,On-Time,0,0,Fully Recovered,1,None,Yes
BRW_1338,Jane Williams,49,Male,Salaried,203205,2,LN_1338,1658084,72,16.66,Business,0.0,443305.23889512045,36572.09471362367,On-Time,0,0,Partially Recovered,2,None,No
BRW_1339,Anthony Martinez,49,Female,Self-Employed,31623,3,LN_1339,1277176,72,9.42,Business,0.0,803705.4019695293,23288.911083513918,On-Time,0,0,Fully Recovered,4,Emails,Yes
BRW_1340,Rebecca White,46,Male,Salaried,142909,0,LN_1340,1686970,24,19.06,Personal,0.0,1131833.5499040966,85087.0100918626,Delayed,5,177,Fully Recovered,1,Emails,No
BRW_1341,Cynthia Lewis,37,Male,Salaried,154907,3,LN_1341,340439,24,6.51,Home,379004.7320383854,243942.8762654557,15166.820017433918,Missed,2,67,Pending,2,Calls,No
BRW_1342,Rebecca Anderson,32,Male,Salaried,100896,0,LN_1342,1036339,48,5.12,Business,0.0,655214.6426289143,23922.530198768345,On-Time,0,0,Fully Recovered,3,Settlement Offer,No
BRW_1343,William Clark,31,Male,Business,120531,1,LN_1343,400725,48,14.15,Personal,0.0,70338.74899534817,10980.578561230843,On-Time,0,0,Fully Recovered,4,None,No
BRW_1344,Sharon Wilson,52,Male,Business,175748,3,LN_1344,106412,24,14.77,Business,0.0,15167.905210087776,5147.940467880047,On-Time,0,0,Fully Recovered,3,Calls,No
BRW_1345,James Martinez,22,Male,Salaried,206864,1,LN_1345,1257631,24,14.86,Home,1348197.5877069072,443266.8837772364,60894.69226436534,On-Time,0,0,Fully Recovered,2,Calls,Yes
BRW_1346,Robert Lewis,54,Male,Salaried,36984,0,LN_1346,305010,36,13.72,Personal,0.0,161744.8396580184,10383.087597770409,On-Time,0,0,Fully Recovered,0,Settlement Offer,No
BRW_1347,Melissa Anderson,30,Female,Salaried,248509,4,LN_1347,1532061,36,13.56,Auto,1978923.7799140941,1269162.38578204,52035.40283726934,On-Time,0,0,Partially Recovered,0,Calls,No
BRW_1348,Ashley Miller,46,Male,Self-Employed,52088,2,LN_1348,1227349,48,5.92,Home,1794922.6877667946,870958.1232351107,28779.33140018026,On-Time,0,0,Pending,2,Settlement Offer,No
BRW_1349,Michelle Thomas,56,Female,Self-Employed,48752,0,LN_1349,693083,24,10.03,Auto,1026534.2817542655,518844.61448563036,31991.86158203321,Delayed,2,76,Partially Recovered,4,None,No
BRW_1350,Jessica Jones,54,Female,Business,132439,3,LN_1350,704543,60,13.9,Business,0.0,371553.12992212747,16356.980034582219,On-Time,0,0,Partially Recovered,0,None,No
BRW_1351,John Miller,53,Female,Self-Employed,76916,3,LN_1351,669381,36,12.18,Home,972920.737196532,344861.6391342191,22290.61954189763,Delayed,3,100,Partially Recovered,2,Emails,No
BRW_1352,Robert Martinez,32,Female,Salaried,160236,1,LN_1352,1025817,60,12.18,Personal,0.0,674160.8203564555,22912.150457395946,Delayed,3,96,Pending,1,Emails,No
BRW_1353,Steven Wilson,37,Male,Business,144733,4,LN_1353,69313,12,13.12,Personal,0.0,53512.3421427714,6194.751313922298,Delayed,2,75,Fully Recovered,1,None,No
BRW_1354,James Davis,44,Male,Salaried,88962,0,LN_1354,990820,36,12.62,Personal,0.0,567689.8536569882,33203.57888795369,On-Time,0,0,Fully Recovered,3,Emails,No
BRW_1355,Stephanie Clark,31,Female,Salaried,33596,3,LN_1355,892404,72,16.35,Personal,0.0,541736.7941013734,19530.25982040529,Delayed,5,176,Fully Recovered,3,Calls,No
BRW_1356,Ashley Young,35,Female,Self-Employed,183612,2,LN_1356,267217,60,12.45,Auto,270922.09526305547,75593.13054807682,6005.038061937649,Delayed,1,41,Fully Recovered,2,Settlement Offer,No
BRW_1357,Sharon Williams,57,Male,Self-Employed,43906,0,LN_1357,884995,60,6.07,Home,1111111.5479692363,742157.8326731158,17138.2532930102,Delayed,5,150,Fully Recovered,3,Calls,No
BRW_1358,Laura Harris,47,Female,Salaried,137065,1,LN_1358,197745,48,6.09,Personal,0.0,94472.42373446276,4652.211021011876,On-Time,0,0,Partially Recovered,3,Settlement Offer,No
BRW_1359,Rebecca Hall,30,Male,Salaried,150324,1,LN_1359,1512648,12,12.91,Auto,1742313.247500644,151487.6695967141,135041.73546328046,Delayed,5,158,Pending,4,None,No
BRW_1360,Charles Clark,61,Male,Salaried,237030,4,LN_1360,492098,36,13.61,Home,705324.4590832411,75965.13544225092,16725.680903767316,On-Time,0,0,Fully Recovered,2,Settlement Offer,Yes
BRW_1361,Matthew Robinson,64,Female,Salaried,205099,3,LN_1361,453778,24,16.5,Personal,0.0,355829.22884787276,22326.94458358498,Delayed,3,109,Fully Recovered,2,Emails,No
BRW_1362,James Young,49,Female,Salaried,88789,4,LN_1362,1925244,36,5.99,Personal,0.0,1045758.4202722551,58560.9296346449,On-Time,0,0,Partially Recovered,2,Emails,No
BRW_1363,James Hernandez,53,Female,Business,45335,3,LN_1363,1720519,48,10.1,Home,2305518.420391415,1003107.8655881871,43719.4800251207,Missed,3,90,Partially Recovered,3,None,No
BRW_1364,Steven Allen,49,Male,Salaried,123852,3,LN_1364,1693021,12,6.4,Auto,2439075.588188282,1394949.60130232,146023.72517049575,On-Time,0,0,Fully Recovered,3,None,No
BRW_1365,Michelle Allen,38,Male,Salaried,214304,0,LN_1365,989794,12,8.6,Personal,0.0,883614.600243874,86375.45629900892,Delayed,4,135,Partially Recovered,0,Emails,No
BRW_1366,James Lewis,23,Male,Salaried,169316,2,LN_1366,95930,12,9.96,Auto,128832.19021571922,38305.263772278755,8431.986518453412,On-Time,0,0,Partially Recovered,1,None,No
BRW_1367,James Hall,30,Female,Business,116960,0,LN_1367,1282281,12,8.12,Personal,0.0,470558.7789924156,111614.76835808282,On-Time,0,0,Fully Recovered,0,Emails,No
BRW_1368,Donald Thomas,33,Male,Self-Employed,95924,1,LN_1368,791183,12,17.55,Business,0.0,159472.16098140762,72366.31898053421,On-Time,0,0,Fully Recovered,1,None,No
BRW_1369,Cynthia Lee,56,Male,Self-Employed,119568,2,LN_1369,446125,60,16.96,Auto,525898.4151652118,385836.5796775529,11077.762455256327,On-Time,0,0,Fully Recovered,1,Settlement Offer,No
BRW_1370,Emma Taylor,27,Female,Salaried,37140,2,LN_1370,1446220,60,10.06,Auto,1540691.0534839425,279447.6162675996,30770.614366609465,On-Time,0,0,Partially Recovered,0,None,No
BRW_1371,Joseph Wilson,37,Male,Self-Employed,167947,3,LN_1371,1188488,24,6.01,Home,1428610.4341189181,578382.6544589757,52679.86887451421,On-Time,0,0,Partially Recovered,4,Settlement Offer,No
BRW_1372,David Smith,50,Female,Salaried,202317,0,LN_1372,1658896,24,16.76,Business,0.0,1214495.426183553,81828.39975460069,Delayed,5,175,Fully Recovered,0,Emails,No
BRW_1373,Laura Harris,31,Female,Salaried,75654,4,LN_1373,727023,72,10.67,Home,1071649.856320688,401694.5240173687,13715.641987016981,On-Time,0,0,Pending,3,Emails,No
BRW_1374,Sarah Martinez,32,Male,Self-Employed,151078,0,LN_1374,1762817,24,14.59,Home,2232474.573194207,1046768.3053757591,85130.0957700656,On-Time,0,0,Partially Recovered,4,Settlement Offer,No
BRW_1375,Donald Wilson,30,Male,Salaried,69607,2,LN_1375,920985,48,6.23,Auto,1368312.5290604907,423209.08743578626,21726.610847149655,Delayed,4,121,Fully Recovered,1,None,No
BRW_1376,Joseph Young,33,Male,Self-Employed,57777,4,LN_1376,424586,48,13.8,Home,536495.4954649595,242397.8345708396,11559.887186611864,On-Time,0,0,Partially Recovered,2,Settlement Offer,No
BRW_1377,Melissa King,50,Male,Self-Employed,163309,3,LN_1377,733561,72,13.07,Auto,993461.3337650017,243961.67515955234,14752.696030853496,Delayed,5,179,Pending,2,Settlement Offer,No
BRW_1378,Thomas Martin,54,Male,Salaried,217004,0,LN_1378,193498,48,11.21,Personal,0.0,43710.412468039314,5020.813234054104,On-Time,0,0,Fully Recovered,3,Calls,No
BRW_1379,John Allen,47,Female,Business,37349,2,LN_1379,797233,48,19.38,Home,1095250.388333905,646808.4592181407,23997.517848776468,On-Time,0,0,Fully Recovered,3,None,No
BRW_1380,Michael Martin,56,Male,Salaried,231850,0,LN_1380,1987715,36,10.35,Auto,2353336.548208268,1025560.3539732052,64465.09527811588,On-Time,0,0,Fully Recovered,4,None,No
BRW_1381,Cynthia Hernandez,43,Male,Salaried,92566,0,LN_1381,1279082,48,10.69,Home,1664871.4803500627,509951.4696626007,32866.31331884926,On-Time,0,0,Pending,0,Emails,No
BRW_1382,Thomas Williams,34,Female,Salaried,236534,3,LN_1382,952809,12,7.04,Personal,0.0,771397.6842591652,82461.033262791,On-Time,0,0,Partially Recovered,4,Calls,No
BRW_1383,Amanda Harris,46,Female,Business,120329,2,LN_1383,1344059,60,12.74,Personal,0.0,317451.4479479083,30402.880845591593,On-Time,0,0,Fully Recovered,2,Calls,No
BRW_1384,Rebecca Taylor,27,Female,Salaried,49628,3,LN_1384,1778932,60,14.01,Auto,1846833.6233620108,835347.3587525861,41401.859244340354,On-Time,0,0,Fully Recovered,4,Calls,No
BRW_1385,Donald Martinez,58,Male,Salaried,122423,2,LN_1385,1185279,72,12.55,Auto,1619163.4420333852,325688.6028056077,23512.834905558055,On-Time,0,0,Fully Recovered,0,Calls,No
BRW_1386,Laura Clark,59,Male,Self-Employed,196974,3,LN_1386,1169746,60,13.43,Business,0.0,248638.8074602905,26873.50997281773,On-Time,0,0,Fully Recovered,3,Settlement Offer,No
BRW_1387,Amanda Hernandez,35,Male,Self-Employed,165774,1,LN_1387,1941578,24,9.08,Auto,2537066.8746840893,1115819.2711177396,88771.77405187377,On-Time,0,0,Partially Recovered,0,None,No
BRW_1388,Michelle Robinson,62,Male,Salaried,100877,4,LN_1388,928245,36,13.33,Auto,1288232.8796145285,727144.0284034412,31423.989589650977,On-Time,0,0,Fully Recovered,2,Settlement Offer,No
BRW_1389,Daniel Garcia,49,Male,Salaried,48275,0,LN_1389,417824,12,14.19,Auto,611461.816296028,196952.5306151608,37552.57568822012,On-Time,0,0,Partially Recovered,0,None,Yes
BRW_1390,Robert Jones,40,Male,Salaried,249816,4,LN_1390,1244089,72,5.74,Business,0.0,946018.7023374774,20465.80201005192,Delayed,1,45,Pending,2,Calls,No
BRW_1391,Emma Martinez,56,Male,Self-Employed,110530,0,LN_1391,831276,48,8.58,Auto,853398.0789749451,286810.2116197003,20520.95449430565,Delayed,4,142,Fully Recovered,3,None,No
BRW_1392,Sharon Johnson,32,Female,Salaried,120990,3,LN_1392,206923,48,12.33,Business,0.0,140483.6107743587,5482.663574835934,On-Time,0,0,Fully Recovered,4,Settlement Offer,No
BRW_1393,Robert Smith,54,Male,Self-Employed,158468,4,LN_1393,1973993,12,19.01,Personal,0.0,1747926.226442826,181925.86146998906,Delayed,5,178,Partially Recovered,1,Settlement Offer,Yes
BRW_1394,Emily Jones,31,Female,Business,44761,4,LN_1394,1722444,36,15.26,Home,2394334.505910295,1176510.9894622224,59928.62713321628,Missed,4,135,Pending,0,Calls,No
BRW_1395,Kathleen Walker,25,Female,Salaried,231689,3,LN_1395,215129,72,15.98,Personal,0.0,74569.3809858884,4664.175408087982,Delayed,1,45,Pending,0,Calls,No
BRW_1396,Steven Williams,49,Female,Salaried,201678,3,LN_1396,1062153,72,8.91,Auto,1346345.788598631,347996.2471082183,19098.468797484515,On-Time,0,0,Fully Recovered,2,None,No
BRW_1397,Amanda Wilson,21,Female,Salaried,158684,0,LN_1397,530664,36,10.55,Personal,0.0,212997.753086866,17260.390590773677,Delayed,2,83,Fully Recovered,2,None,No
BRW_1398,Mark Martin,63,Female,Self-Employed,234458,0,LN_1398,101417,60,19.77,Home,133234.78522509083,25336.48834653446,2673.96780324026,On-Time,0,0,Partially Recovered,4,Settlement Offer,No
BRW_1399,Ashley Anderson,31,Female,Salaried,71792,2,LN_1399,1451565,72,11.94,Home,2067613.5009854317,1219323.7569287834,28333.10449948938,Delayed,4,120,Fully Recovered,2,None,No
BRW_1400,Stephanie Moore,28,Female,Self-Employed,240649,0,LN_1400,811746,72,11.48,Personal,0.0,370513.78959962114,15651.14102223838,Delayed,5,158,Fully Recovered,0,Calls,No
BRW_1401,Joseph Johnson,24,Male,Salaried,192453,4,LN_1401,406152,24,13.91,Auto,505394.53896917,106704.45839433228,19483.264551387954,Delayed,1,53,Pending,3,Settlement Offer,No
BRW_1402,John Williams,21,Female,Self-Employed,138815,3,LN_1402,1586535,60,9.96,Personal,0.0,844477.2032177092,33677.96297472305,On-Time,0,0,Fully Recovered,4,Calls,No
BRW_1403,Laura Johnson,44,Female,Self-Employed,243757,1,LN_1403,284510,36,9.82,Home,328660.56050775904,36461.01697295458,9156.312568937481,Delayed,1,33,Partially Recovered,2,Calls,No
BRW_1404,Charles Thomas,56,Male,Self-Employed,210900,1,LN_1404,1886985,48,18.63,Personal,0.0,278658.2180280779,56053.31403101561,Delayed,3,107,Pending,1,Emails,No
BRW_1405,Robert Thomas,50,Male,Self-Employed,221438,1,LN_1405,636955,36,9.82,Home,886101.9595677985,256392.11176083778,20498.959869064613,On-Time,0,0,Pending,0,Emails,Yes
BRW_1406,Donald Brown,59,Male,Salaried,170778,2,LN_1406,520503,24,7.91,Auto,623566.4890277626,100976.05967139218,23519.581352757625,On-Time,0,0,Partially Recovered,4,Settlement Offer,No
BRW_1407,Robert Davis,57,Female,Self-Employed,194963,2,LN_1407,681265,48,6.69,Business,0.0,597214.036743102,16215.93468246375,On-Time,0,0,Pending,1,Settlement Offer,No
BRW_1408,Cynthia Young,45,Male,Salaried,218240,3,LN_1408,1610293,36,7.22,Business,0.0,1006815.0885611498,49883.30832343507,Delayed,1,34,Pending,1,Emails,No
BRW_1409,Sharon Jones,49,Female,Salaried,51032,0,LN_1409,554483,24,11.11,Business,0.0,435134.4794404468,25871.580596140928,On-Time,0,0,Partially Recovered,4,Settlement Offer,No
BRW_1410,Matthew Rodriguez,29,Male,Salaried,36545,3,LN_1410,794953,24,17.77,Business,0.0,192873.6194392185,39599.02711418328,On-Time,0,0,Partially Recovered,3,None,No
BRW_1411,Anthony Lewis,64,Female,Salaried,38597,3,LN_1411,935676,72,17.46,Auto,1188244.4349012224,323706.57032537926,21056.06463287039,On-Time,0,0,Pending,1,Emails,No
BRW_1412,Emily Martinez,52,Male,Self-Employed,150473,1,LN_1412,1138311,12,14.76,Business,0.0,461044.9103705644,102613.16158988336,On-Time,0,0,Pending,4,Settlement Offer,No
BRW_1413,Melissa Garcia,32,Male,Business,161240,0,LN_1413,1996500,72,17.66,Home,2581636.449443042,1166288.7395801523,45152.85565806959,Delayed,1,35,Pending,1,Calls,No
BRW_1414,Cynthia Garcia,60,Male,Salaried,210851,0,LN_1414,1868986,12,8.06,Personal,0.0,857213.4646012958,162632.01000968608,Missed,1,34,Partially Recovered,0,Calls,Yes
BRW_1415,Melissa Davis,40,Male,Salaried,154966,4,LN_1415,1295698,36,18.83,Auto,1623682.3920991144,560979.5770107735,47383.838447406895,On-Time,0,0,Partially Recovered,0,Emails,No
BRW_1416,Cynthia Garcia,49,Male,Salaried,52420,2,LN_1416,1193886,36,7.94,Personal,0.0,414520.92236497486,37379.01103457369,Delayed,5,179,Fully Recovered,2,Calls,No
BRW_1417,Sharon Rodriguez,43,Male,Self-Employed,181886,2,LN_1417,234896,48,14.99,Home,346005.5596906748,64580.74377478129,6536.140801526429,Delayed,2,72,Partially Recovered,3,Calls,No
BRW_1418,Cynthia Anderson,34,Male,Salaried,89290,2,LN_1418,511554,12,12.12,Personal,0.0,427289.56546489237,45479.675384327464,Delayed,3,93,Pending,1,Emails,No
BRW_1419,Michael Lewis,61,Male,Self-Employed,120453,0,LN_1419,561612,36,7.08,Auto,590453.9636455796,278419.0296508121,17361.497735590965,On-Time,0,0,Fully Recovered,0,Settlement Offer,No
BRW_1420,Donald Robinson,58,Male,Self-Employed,216459,2,LN_1420,815639,24,15.3,Business,0.0,145897.13888185652,39663.9567440865,On-Time,0,0,Fully Recovered,1,Calls,No
BRW_1421,Joseph Hernandez,46,Male,Salaried,228839,0,LN_1421,907122,12,7.71,Home,1277856.5702524215,133306.54853776202,78787.53743505917,Delayed,5,153,Pending,1,None,No
BRW_1422,Thomas Anderson,44,Female,Self-Employed,107764,4,LN_1422,220324,12,12.03,Business,0.0,195650.20283154811,19578.612737323554,On-Time,0,0,Pending,2,Calls,No
BRW_1423,James Smith,27,Female,Self-Employed,175442,0,LN_1423,329833,36,7.46,Business,0.0,178806.95507274562,10253.799054167976,Missed,2,85,Partially Recovered,4,None,Yes
BRW_1424,Daniel Allen,23,Female,Self-Employed,86496,4,LN_1424,1767246,24,7.04,Business,0.0,1072974.159626996,79156.21184110185,On-Time,0,0,Partially Recovered,0,Settlement Offer,No
BRW_1425,Steven Clark,27,Female,Salaried,91705,1,LN_1425,1146579,60,14.19,Home,1507759.10388509,197468.43245464447,26791.963837437703,On-Time,0,0,Partially Recovered,0,None,No
BRW_1426,James Jones,57,Male,Salaried,130982,3,LN_1426,462861,60,11.61,Home,515735.4605166268,353063.48566821875,10205.09932105792,Delayed,1,50,Pending,1,Calls,No
BRW_1427,Sarah White,40,Female,Salaried,43321,4,LN_1427,1155236,48,9.43,Business,0.0,498113.9860270688,28984.550067531534,Delayed,4,147,Pending,4,None,No
BRW_1428,Jane White,51,Male,Self-Employed,228342,4,LN_1428,1558660,72,13.14,Home,1926073.1515868264,668450.6620431402,31403.992339542445,On-Time,0,0,Fully Recovered,1,Settlement Offer,No
